ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
47.0,219,57.0,57.0,1,1.0,1.0,0,2.0,4.0,6.0,1,0.0,0.0,0.0,2.0,2.0,93.0,0,1.0,0,1.0,100.0,Bad
90,111.0,4.0,32.0,21,0.0,0.0,100.0,0,7.0,8.0,21.0,3.0,24.0,21.0,0.0,0,50.0,100.0,5.0,2.0,2.0,57.0,Good
65.0,20,2.0,8.0,10,0.0,0.0,100.0,0,7.0,8.0,10.0,7.0,20.0,0.0,3.0,2,31.0,100.0,5.0,2.0,0.0,70.0,Bad
86,219,2.0,70.0,24.0,1.0,1.0,88.0,5.0,4.0,2.0,60.0,2.0,42.0,0.0,1.0,1.0,52.0,92.0,4.0,3.0,1.0,70.0,Bad
90.0,243.0,4.0,103.0,19.0,0.0,0.0,100.0,0.0,0.0,8.0,20.0,3.0,10.0,5.0,1.0,1.0,4.0,85.0,4.0,2.0,0.0,29.0,Good
83.0,284.0,34.0,93.0,9.0,0.0,0.0,41.0,7.0,7.0,8.0,22.0,0.0,5.0,7.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,5.0,Bad
57.0,103,3.0,53.0,25.0,1.0,1.0,96.0,6,6.0,3.0,26.0,4.0,54.0,0.0,7.0,7.0,89.0,36.0,5.0,16,2.0,82.0,Bad
71.0,136.0,10.0,57.0,24.0,0.0,0.0,100.0,0.0,7.0,8.0,24.0,2.0,29.0,0.0,2.0,2.0,62.0,38.0,2.0,1.0,1.0,60.0,Good
59.0,320.0,5.0,115.0,13.0,1.0,1.0,73.0,1.0,0.0,2.0,15.0,8.0,20.0,0.0,0.0,0.0,16.0,35.0,6.0,2.0,0.0,53.3,Good
76.0,187.0,5.0,70.0,64.0,0.0,0.0,98.5,5.0,7.0,8.0,65.0,2.0,30.0,2.0,1.0,1.0,26.0,75.0,7.0,4.0,1.0,16.9,Good
63.0,257.0,12.0,84.0,31.0,0.0,0.0,97.0,14.0,6.0,6.0,61.0,0.0,29.0,0.0,4.0,4.0,70.0,73.0,10.0,33,5.0,70.0,Bad
69.0,207.0,1.0,79.0,21.0,2.0,2.0,100.0,1.0,6.0,8.0,22.0,3.0,73.0,1.0,1.0,1.0,30.0,69.0,1.0,3.0,1.0,57.0,Good
62.0,192.0,1.0,68.0,62.0,0.0,0.0,94.0,1.0,0,6.0,87.0,2,44.0,0.0,7.0,7.0,35.0,5.0,7.0,5.0,1.0,13.8,Bad
73.0,339.0,2.0,89.0,33.0,2.0,1.0,92.0,36.0,6.0,3.0,38.0,5.0,32.0,2.0,2.0,2.0,23.0,72.0,25.0,4.0,1.0,77.0,Good
63.0,102.0,4.0,56.0,5.0,4.0,3.0,38.0,11.0,0.0,3.0,13.0,13.0,38.0,0.0,0.0,0.0,16.0,81.0,1.0,4.0,0.0,83.0,Bad
86,211.0,7.0,85.0,27,0.0,0.0,71,51.0,6.0,6.0,38.0,1.0,8.0,6,1.0,1.0,0.0,0.0,1.0,0,0.0,4.0,Good
60.0,286.0,3.0,81.0,20.0,0.0,0.0,90.0,1.0,4.0,6.0,21.0,4.0,70.0,1.0,2.0,2.0,55.0,72.0,13.0,8.0,1.0,100.0,Good
68.0,137.0,3.0,70.0,41.0,1.0,1.0,98.0,69.0,6.0,4.0,45.0,6.0,71.0,2.0,3.0,3.0,74.0,83.0,38.0,7.0,3.0,100.0,Bad
78.0,194,2.0,98.0,18.0,0.0,0.0,95.0,24,0,6.0,20.0,2.0,25,0.0,1.0,1.0,23.0,57.0,11,4.0,0.0,75.0,Bad
56.0,139.0,21.0,98.0,19.0,1.0,1.0,81.0,1.0,4.0,2.0,12.0,0.0,43.0,21.0,0.0,0.0,60.0,40.0,7.0,3.0,1.0,88.0,Bad
87.0,336.0,4.0,120.0,35.0,0.0,0.0,100.0,4.0,7.0,8.0,35.0,4.0,2.9,0.0,2.0,2.0,3.0,0.5,6.0,1.0,0.0,47.0,Good
79.0,335.0,5.0,106.0,45.0,0.0,0.0,100.0,0,7.0,8.0,45.0,1,42.0,0.0,0.0,0.0,49.0,90.0,4.0,4.0,3.0,56.0,Bad
72.0,216.0,5.0,107.0,18.0,0.0,0.0,95.0,6.0,6.0,6.0,12.0,3.0,21.0,3.0,5.0,5.0,54.0,89.0,6.0,3.0,1.0,75.0,Bad
91.0,278.0,29.0,123.0,17.0,0.0,0.0,89.5,7.0,7.0,8.0,19.0,0.0,5.3,6.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,63.0,Good
72.0,232.0,5.0,77.0,21.0,0.0,0.0,95.5,5.0,4.0,6.0,22.0,3.0,9.1,0.0,0.0,0.0,20.0,85.0,2.0,2.0,0.0,36.0,Bad
63.0,181.0,7.0,81.0,26.0,0.0,0.0,96.0,365,4.0,6.0,27.0,4.0,8.0,180,0.0,0,53.0,20,7.0,1,3.0,47.0,Good
66.0,88.0,6.0,38.0,18.0,0.0,0.0,95.0,39.0,6.0,6.0,19.0,6.0,47.0,0.0,2.0,2.0,87.0,87.0,3.0,6.0,1.0,47.0,Bad
68.0,113.0,4.0,46.0,13.0,0.0,0.0,92.9,4.0,7.0,8.0,14.0,3.0,50.0,6.0,0.0,0.0,54.0,46.0,2.0,3.0,2.0,35.7,Bad
76.0,417.0,2.0,103.0,24.0,1.0,1.0,100.0,0,6.0,8.0,26,2.0,7.0,1.0,1.0,1.0,2.0,2.0,3.0,2,0.0,21.0,Good
73.0,280.0,8.0,104.0,49.0,0.0,0.0,96.0,60.0,6.0,6.0,52.0,1.0,23.0,2.0,2.0,2.0,51.0,91.0,4.0,2.0,1.0,43.0,Good
59.0,374.0,6.0,117.0,65.0,0.0,0.0,99.0,6.0,4.0,6.0,67.0,5.0,46.0,6,0.0,0.0,42.0,50.0,12.0,7.0,4.0,69.0,Good
86.0,362.0,23.0,174.0,5.0,1.0,0.0,80.0,6.0,6.0,5.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,33.0,Bad
71.0,131.0,7.0,69.0,34.0,0.0,0.0,100.0,0.0,7.0,8.0,34.0,3.0,29.0,0.0,1.0,1.0,34.0,83.0,7.0,3.0,1.0,50.0,Bad
68.0,178.0,3.0,38.0,13.0,1.0,1.0,100.0,0.0,6.0,8.0,13.0,1.0,23.0,0.0,1.0,1.0,29.0,5.0,6.0,2.0,0.0,67.0,Good
85.0,324.0,20.0,143.0,21.0,0.0,0.0,100.0,0.0,7.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,70.0,Good
71.0,117.0,4.0,37.0,13.0,0.0,0.0,100.0,0,7.0,8.0,13.0,3.0,100.0,2.0,1.0,1,61.5,38.5,8,5.0,0,100.0,Bad
72.0,172.0,4.0,115.0,18.0,1.0,1.0,95.0,2.0,6.0,3.0,19.0,1.0,47.0,0.0,3.0,3.0,8.0,4.0,3.0,2.0,0.0,71.0,Good
84.0,52.0,3.0,25.0,7.0,0.0,0.0,100.0,0.0,0.0,8.0,7.0,2.0,43.0,0.0,0.0,0.0,5.0,98.0,1.0,2.0,0.0,50.0,Good
66.0,410.0,14.0,151.0,22.0,1.0,1.0,95,0,6.0,8.0,22.0,6,18.0,3.0,1.0,1.0,69.0,30,12,4,5.0,71.0,Bad
83.0,159.0,10.0,66.0,24.0,0.0,0.0,96.0,6.0,6.0,6.0,25.0,3.0,32.0,10.0,0.0,0.0,7.0,5.0,2.0,2.0,0.0,80.0,Good
59.0,277.0,1.0,137.0,22.0,3.0,1.0,60.0,10.0,4.0,5.0,12.0,7.0,20.0,0.0,5.0,5.0,43.0,87.0,17.0,2.0,2.0,95.0,Good
62.0,134.0,1.0,68.0,43.0,1.0,1.0,98.0,2.0,1.0,3.0,48.0,5.0,19.0,0,0.0,0.0,17.0,23,3.0,11,1.0,29.0,Bad
70.0,98,2.0,49.0,20.0,0.0,0.0,100.0,0,7.0,8.0,21.0,4.0,33.0,1.5,5.0,4.0,70.0,60.0,2.0,2.0,1.0,67.0,Bad
79.0,284.0,4.0,96.0,51.0,0.0,0.0,98.0,24.0,6.0,6.0,53.0,3.0,1.9,0.0,2.0,2.0,10.0,3.3,3.0,1.0,0.0,40.0,Good
73,253.0,0.0,92.0,13.0,0.0,0.0,93.0,58.0,0,6.0,15.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,Good
57.0,81.0,2.0,47.0,13.0,1.0,1.0,79.0,13.0,6.0,6.0,15.0,1.0,64.0,0.0,1.0,1.0,48.0,19.0,5.0,4.0,0.0,100.0,Bad
70.0,149.0,3.0,76.0,16.0,0.0,0.0,100.0,0.0,7.0,8.0,16.0,3.0,69.0,0.0,0.0,0.0,96.0,46.0,1.0,5.0,5.0,37.5,Bad
74.0,111.0,2.0,37.0,8.0,0.0,0.0,100.0,0.0,7.0,8.0,9.0,2.0,22.0,0.0,4.0,4.0,49.0,73.0,5.0,2.0,1.0,88.0,Bad
70.0,167.0,2.0,61.0,19.0,0.0,0.0,70.0,11.0,0.0,6.0,20.0,2.0,35.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,0.0,70.0,Bad
65.0,77.0,17.0,52.0,18.0,1.0,0.0,95.0,4.0,5.0,5.0,14.0,0.0,28.6,1.0,1.0,1.0,30.0,68.0,6.0,4.0,1.0,77.0,Bad
85.0,196.0,4.0,64.0,34.0,0.0,0.0,100.0,7.0,7.0,8.0,35.0,1.0,37.0,0.0,0.0,0.0,83.0,17.0,6.0,13.0,3.0,100.0,Good
76.0,164.0,11.0,77.0,16.0,1.0,0.0,88.0,26.0,0,5.0,17.0,1.0,12.0,0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,25.0,Good
67.0,152.0,21.0,97.0,25.0,1.0,1.0,96.0,6.0,5.0,7.0,26.0,0.0,35.0,0.0,7.0,6.0,59.0,30.8,7.0,10.0,2.0,67.0,Bad
76.0,97.0,9.0,44.0,14.0,0.0,0.0,100.0,0.0,0.0,8.0,14.0,2.0,21.0,0.0,1.0,0.0,32.0,43.0,3.0,2.0,0.0,63.0,Good
58.0,522.0,16.0,200.0,27.0,0.0,0.0,90.0,6.0,6.0,6.0,30.0,0.0,19.0,12.0,0.0,0.0,81.0,68.0,22.0,2.0,7.0,81.0,Good
59.0,152.0,8.0,50.0,23.0,4.0,2.0,79.0,29.0,6.0,2.0,29.0,4.0,41.0,0.0,0.0,0.0,70.0,93.0,8.0,3.0,1.0,38.0,Bad
54.0,232.0,2.0,91.0,19.0,0.0,0.0,70.0,2.0,4.0,6.0,23.0,3.0,48.0,0.0,1.0,1.0,97.0,36.0,12,3.0,0.0,65,Bad
81.0,219,6.0,67.0,33.0,0.0,0.0,100.0,0,7.0,8.0,33.0,7,21.0,0.0,0.0,0.0,15.0,91.0,2.0,3.0,0.0,43.0,Bad
77.0,173.0,18.0,101.0,41.0,0.0,0.0,98.0,0.0,5.0,7.0,64.0,0.0,18.0,21.0,0.0,0.0,49.0,51.0,40.0,1.0,5.0,64.0,Bad
65,120.0,7.0,42.0,12.0,0.0,0.0,67.0,2.0,4.0,6.0,12,4.0,50.0,0.0,0.0,0,77.0,89.0,2.0,4.0,1.0,50.0,Bad
62.0,168.0,1.0,67.0,16.0,2.0,2.0,89.0,6.0,0.0,2.0,20.0,1.0,42.0,20.0,0.0,0.0,89.0,91.0,2.0,2.0,1.0,83.0,Bad
79.0,161.0,16.0,92.0,20,0.0,0.0,100.0,0,7.0,8.0,20.0,0.0,40.0,0,0.0,0.0,65.0,71.0,9,8,2.0,83.0,Good
92.0,379.0,2.0,105.0,15.0,0.0,0.0,84.0,3.0,4.0,6.0,19.0,5.0,74.0,0.0,2.0,2.0,31.0,100.0,1.0,2.0,1.0,60.0,Bad
86,179.0,19.0,99.0,19,1.0,0.0,76.0,0.0,4.0,5.0,25.0,6,32.0,22.0,0.0,0.0,26.0,71.0,10.0,2.0,1.0,86.0,Bad
74.0,152,6.0,79.0,31,0.0,0.0,100.0,6,7.0,8.0,31.0,4.0,39.0,12.0,0.0,0.0,61.0,39,5.0,4.0,1.0,82.0,Bad
75.0,121.0,5.0,59.0,25.0,0.0,0.0,100.0,0,6.0,8.0,25.0,2.0,40.0,0.0,5.0,5.0,89.0,95.0,2.0,10,2.0,67.0,Bad
69.0,154,16.0,85.0,19.0,0.0,0.0,100,10.0,4.0,6.0,19,0.0,11,0.0,0.0,0.0,8.0,2,11,2.0,0.0,70.0,Good
86,187.0,6.0,70.0,32.0,0.0,0.0,100.0,0,0,8.0,32.0,5.0,28.0,0.0,0.0,0,20.0,12,6.0,3.0,1.0,47.0,Good
77.0,215.0,3.0,80.0,17.0,0.0,0.0,94.0,22.0,6.0,6.0,18.0,2.0,11.0,0.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,33.0,Good
90.0,142.0,2.0,56.0,17.0,1.0,0.0,89.0,34.0,6.0,5.0,19.0,2.0,37.0,2.0,1.0,1.0,52.0,48.0,4.0,3.0,2.0,37.0,Good
70.0,278.0,11.0,87.0,16.0,1.0,0.0,52.0,12.0,6.0,5.0,31.0,1.0,18.0,30.0,1.0,1.0,74.0,66.0,7.0,6.0,3.0,100.0,Bad
82.0,311.0,17.0,133.0,18.0,0.0,0.0,100.0,0,7.0,8.0,18,1,22.0,0,0.0,0.0,34.0,0,14,4,1.0,100,Good
81.0,299.0,3.0,68.0,34,0.0,0.0,95.0,13.0,6.0,6.0,36.0,2.0,50.0,0.0,1.0,0,6.0,37.0,2.0,7.0,0.0,47.0,Bad
78.0,185.0,10.0,77.0,36,0.0,0.0,97.0,59.0,6.0,6.0,37.0,1.0,29.0,13.0,0.0,0.0,49.0,41.0,29,2.0,0.0,83.0,Good
69.0,241.0,4.0,82.0,48.0,0.0,0.0,100.0,0,7.0,8.0,48.0,1,10.0,0.0,2.0,2.0,34.0,45.0,8.0,2.0,4.0,48.0,Good
77.0,237.0,1.0,71.0,24.0,0.0,0.0,97.0,81.0,0.0,6.0,30.0,4.0,55.0,1.0,1.0,1.0,43.0,74.0,3.0,2.0,0.0,63.0,Bad
68.0,265.0,2.0,84.0,21.0,0.0,0.0,95.0,2.0,4.0,6.0,7,2,55.0,2,2.0,2.0,27.0,100.0,3.0,2.0,1.0,71.0,Bad
73.0,180,6.0,48.0,9.0,0.0,0.0,100.0,0,7.0,8.0,9.0,3,11.0,0.0,2.0,1,56.0,30.0,3.0,1.0,2.0,50.0,Bad
