ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
80.0,187.0,2.0,93.0,18.0,0.0,,100.0,,7.0,8.0,19.0,1.0,26.0,,0.0,0.0,31.0,,3.0,1.0,2.0,63.0,Good
68.0,377.0,10.0,81.0,16.0,1.0,0.0,90.0,58.0,,5.0,21.0,3.0,29.0,0.0,2.0,,54.0,35.0,8.0,2.0,,85.0,Bad
78.0,245.0,12.0,17.0,4.0,0.0,,100.0,,,8.0,11.0,,50.0,15.0,0.0,0.0,0.0,72.0,0.0,2.0,0.0,50.0,Bad
80.0,172.0,1.0,92.0,21.0,0.0,0.0,100.0,,7.0,8.0,22.0,2.0,,0.0,1.0,1.0,37.0,,4.0,1.0,1.0,83.0,Good
55.0,336.0,,111.0,17.0,2.0,1.0,74.0,1.0,0.0,2.0,20.0,2.0,32.0,,0.0,0.0,39.0,,5.0,2.0,0.0,88.0,Bad
85.0,,3.0,71.0,29.0,0.0,0.0,100.0,,6.0,7.0,32.0,3.0,34.0,,4.0,,1.0,,2.0,,0.0,50.0,Good
68.0,,5.0,110.0,43.0,1.0,0.0,88.0,13.0,5.0,5.0,48.0,2.0,,,1.0,1.0,51.0,90.0,10.0,3.0,2.0,76.0,Bad
68.0,132.0,2.0,60.0,19.0,1.0,1.0,100.0,,6.0,8.0,20.0,2.0,35.0,0.0,2.0,2.0,43.0,95.0,6.0,2.0,0.0,,Bad
78.0,380.0,9.0,86.0,17.0,0.0,0.0,94.0,,5.0,7.0,17.0,1.0,41.0,8.0,0.0,0.0,9.0,80.0,1.0,4.0,0.0,67.0,Good
57.0,198.0,5.0,49.0,8.0,2.0,0.0,77.0,36.0,6.0,2.0,13.0,3.0,,0.0,1.0,1.0,94.0,61.0,4.0,,3.0,100.0,Bad
71.0,245.0,25.0,122.0,11.0,0.0,0.0,91.0,7.0,4.0,6.0,11.0,0.0,45.0,,0.0,0.0,,,,1.0,,100.0,Good
85.0,179.0,3.0,66.0,20.0,0.0,0.0,100.0,,7.0,8.0,26.0,,,0.0,2.0,2.0,9.0,76.0,1.0,,0.0,,Good
70.0,143.0,5.0,55.0,20.0,0.0,0.0,100.0,,7.0,8.0,20.0,2.0,45.0,0.0,1.0,1.0,43.0,88.0,6.0,3.0,2.0,100.0,Bad
,296.0,8.0,,33.0,5.0,2.0,79.0,1.0,0.0,2.0,41.0,,20.0,1.0,1.0,1.0,41.0,17.0,4.0,3.0,3.0,54.0,Good
62.0,133.0,6.0,53.0,10.0,0.0,0.0,80.0,5.0,,6.0,10.0,,,0.0,,,0.0,,1.0,1.0,0.0,60.0,Bad
80.0,161.0,8.0,81.0,18.0,0.0,0.0,94.0,44.0,,6.0,28.0,1.0,,,5.0,4.0,7.0,,3.0,1.0,0.0,100.0,Good
73.0,,20.0,,20.0,1.0,1.0,95.0,48.0,6.0,6.0,20.0,0.0,50.0,,1.0,,33.0,75.0,1.0,5.0,,60.0,Bad
91.0,401.0,58.0,152.0,9.0,0.0,0.0,100.0,,7.0,8.0,9.0,0.0,44.0,,0.0,0.0,3.0,,1.0,,0.0,,Good
67.0,220.0,,44.0,20.0,0.0,0.0,95.0,71.0,6.0,6.0,22.0,10.0,19.0,0.0,1.0,1.0,34.0,,4.0,1.0,1.0,50.0,Good
72.0,160.0,69.0,106.0,9.0,2.0,,100.0,,,8.0,11.0,0.0,0.0,0.0,,0.0,3.0,,1.0,,0.0,11.0,Bad
77.0,131.0,40.0,132.0,8.0,1.0,1.0,90.0,15.0,6.0,3.0,10.0,0.0,50.0,,0.0,0.0,3.0,40.0,1.0,1.0,0.0,40.0,Good
47.0,57.0,,57.0,1.0,1.0,1.0,0.0,,,6.0,1.0,,0.0,0.0,2.0,2.0,93.0,,1.0,,1.0,100.0,Bad
,111.0,4.0,32.0,21.0,0.0,0.0,100.0,,7.0,8.0,21.0,3.0,,21.0,,0.0,50.0,100.0,5.0,,,57.0,Good
,,2.0,8.0,8.0,0.0,0.0,100.0,,7.0,8.0,10.0,7.0,20.0,0.0,,3.0,31.0,100.0,5.0,2.0,,70.0,Bad
,,2.0,70.0,24.0,1.0,1.0,88.0,5.0,4.0,2.0,60.0,2.0,42.0,0.0,1.0,1.0,52.0,92.0,4.0,3.0,1.0,70.0,Bad
,,4.0,103.0,19.0,0.0,0.0,100.0,,7.0,8.0,20.0,3.0,30.0,,1.0,0.0,4.0,85.0,2.0,,,29.0,Good
83.0,284.0,34.0,93.0,9.0,0.0,0.0,100.0,,7.0,8.0,22.0,0.0,33.0,7.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,,Bad
,107.0,3.0,53.0,25.0,1.0,1.0,96.0,,,3.0,26.0,4.0,,0.0,,7.0,89.0,36.0,5.0,,2.0,82.0,Bad
71.0,,10.0,57.0,24.0,0.0,0.0,100.0,,7.0,8.0,24.0,2.0,29.0,0.0,2.0,2.0,62.0,,2.0,1.0,1.0,60.0,Good
,320.0,5.0,115.0,13.0,1.0,1.0,73.0,1.0,0.0,2.0,15.0,1.0,20.0,,0.0,0.0,16.0,35.0,6.0,,0.0,80.0,Good
76.0,,5.0,70.0,64.0,0.0,,100.0,,7.0,8.0,65.0,2.0,30.0,2.0,1.0,1.0,26.0,75.0,7.0,4.0,1.0,55.0,Good
63.0,257.0,12.0,84.0,31.0,0.0,0.0,97.0,14.0,,6.0,61.0,0.0,29.0,0.0,4.0,4.0,70.0,73.0,10.0,3.0,5.0,70.0,Bad
69.0,207.0,1.0,79.0,21.0,2.0,2.0,100.0,,,8.0,22.0,3.0,,1.0,1.0,,30.0,69.0,1.0,3.0,1.0,57.0,Good
62.0,192.0,1.0,68.0,62.0,0.0,0.0,94.0,,4.0,6.0,87.0,4.0,44.0,0.0,7.0,7.0,35.0,,7.0,,1.0,71.0,Bad
73.0,339.0,2.0,89.0,33.0,2.0,,92.0,36.0,6.0,3.0,38.0,5.0,32.0,2.0,2.0,2.0,23.0,72.0,6.0,4.0,1.0,77.0,Good
63.0,102.0,4.0,,5.0,4.0,3.0,38.0,11.0,4.0,3.0,13.0,1.0,38.0,0.0,0.0,,16.0,81.0,1.0,4.0,0.0,83.0,Bad
88.0,211.0,,85.0,38.0,0.0,0.0,97.0,51.0,6.0,6.0,38.0,,8.0,,1.0,1.0,0.0,,1.0,,0.0,,Good
60.0,286.0,3.0,81.0,20.0,0.0,0.0,90.0,2.0,4.0,6.0,21.0,,70.0,1.0,2.0,2.0,55.0,72.0,4.0,8.0,1.0,100.0,Good
68.0,195.0,3.0,70.0,41.0,1.0,,98.0,69.0,6.0,4.0,45.0,6.0,71.0,2.0,,,74.0,83.0,6.0,7.0,3.0,100.0,Bad
,174.0,2.0,98.0,18.0,0.0,0.0,95.0,,6.0,6.0,20.0,2.0,55.0,0.0,1.0,1.0,23.0,57.0,1.0,,0.0,75.0,Bad
56.0,,21.0,98.0,19.0,1.0,1.0,81.0,1.0,4.0,2.0,12.0,,43.0,21.0,0.0,0.0,60.0,,4.0,3.0,1.0,88.0,Bad
87.0,336.0,4.0,120.0,35.0,0.0,0.0,100.0,,7.0,8.0,35.0,4.0,14.0,0.0,2.0,2.0,3.0,,6.0,1.0,0.0,47.0,Good
79.0,335.0,5.0,106.0,45.0,0.0,0.0,100.0,,7.0,8.0,45.0,2.0,42.0,0.0,0.0,0.0,49.0,90.0,4.0,4.0,3.0,56.0,Bad
72.0,216.0,5.0,107.0,18.0,0.0,0.0,95.0,,6.0,6.0,3.0,3.0,21.0,3.0,5.0,5.0,54.0,89.0,6.0,3.0,1.0,75.0,Bad
91.0,,29.0,123.0,17.0,0.0,0.0,100.0,,7.0,8.0,19.0,0.0,32.0,,0.0,0.0,1.0,,4.0,1.0,,,Good
72.0,232.0,5.0,77.0,21.0,0.0,0.0,91.0,5.0,4.0,6.0,22.0,3.0,32.0,0.0,0.0,,20.0,85.0,2.0,,0.0,36.0,Bad
63.0,181.0,,,26.0,0.0,0.0,96.0,,,6.0,27.0,,8.0,,0.0,0.0,53.0,,7.0,,3.0,47.0,Good
66.0,88.0,6.0,38.0,18.0,0.0,0.0,95.0,39.0,6.0,6.0,19.0,,47.0,0.0,2.0,2.0,87.0,87.0,3.0,5.0,1.0,80.0,Bad
68.0,,4.0,46.0,13.0,0.0,0.0,100.0,,7.0,8.0,14.0,,,6.0,0.0,0.0,54.0,,2.0,3.0,2.0,63.0,Bad
76.0,,2.0,103.0,24.0,1.0,1.0,100.0,,6.0,8.0,28.0,2.0,7.0,1.0,1.0,1.0,2.0,,3.0,,0.0,21.0,Good
,280.0,8.0,104.0,49.0,0.0,0.0,96.0,,6.0,6.0,52.0,1.0,23.0,2.0,2.0,2.0,51.0,91.0,4.0,2.0,1.0,43.0,Good
59.0,374.0,6.0,,65.0,0.0,0.0,99.0,6.0,4.0,6.0,67.0,,46.0,,,0.0,42.0,50.0,12.0,7.0,,69.0,Good
86.0,362.0,23.0,174.0,5.0,1.0,0.0,83.0,69.0,6.0,5.0,6.0,,17.0,0.0,0.0,0.0,0.0,,1.0,,,33.0,Bad
71.0,179.0,7.0,,34.0,0.0,0.0,100.0,,7.0,8.0,34.0,3.0,29.0,0.0,1.0,1.0,34.0,83.0,7.0,3.0,1.0,50.0,Bad
68.0,178.0,3.0,,13.0,1.0,1.0,100.0,,6.0,8.0,13.0,6.0,23.0,0.0,1.0,1.0,29.0,82.0,6.0,,0.0,67.0,Good
85.0,324.0,,143.0,21.0,0.0,0.0,100.0,,7.0,8.0,21.0,0.0,33.0,,0.0,0.0,10.0,,4.0,,0.0,70.0,Good
71.0,117.0,4.0,37.0,13.0,0.0,0.0,100.0,,7.0,8.0,13.0,,,2.0,1.0,1.0,,72.0,,5.0,,,Bad
72.0,172.0,4.0,115.0,18.0,1.0,1.0,84.0,19.0,,3.0,19.0,1.0,47.0,0.0,,,8.0,,3.0,2.0,0.0,71.0,Good
84.0,52.0,3.0,,7.0,0.0,0.0,100.0,,7.0,8.0,7.0,2.0,,0.0,,0.0,5.0,98.0,1.0,2.0,0.0,50.0,Good
66.0,410.0,,151.0,22.0,1.0,1.0,100.0,,6.0,8.0,22.0,0.0,18.0,3.0,1.0,1.0,69.0,,10.0,2.0,5.0,71.0,Bad
83.0,159.0,10.0,66.0,23.0,0.0,,96.0,,,6.0,25.0,3.0,32.0,10.0,0.0,,7.0,,2.0,2.0,0.0,80.0,Good
,,,137.0,22.0,3.0,1.0,60.0,10.0,4.0,5.0,12.0,6.0,20.0,0.0,5.0,5.0,43.0,87.0,17.0,,2.0,95.0,Good
62.0,134.0,1.0,68.0,43.0,1.0,1.0,98.0,2.0,,3.0,48.0,5.0,19.0,,0.0,0.0,17.0,66.0,3.0,2.0,1.0,29.0,Bad
70.0,,2.0,49.0,20.0,0.0,0.0,100.0,,7.0,8.0,21.0,4.0,33.0,,5.0,4.0,70.0,60.0,2.0,2.0,,,Bad
79.0,284.0,4.0,96.0,51.0,0.0,0.0,98.0,24.0,6.0,6.0,53.0,3.0,42.0,0.0,2.0,2.0,10.0,,3.0,1.0,0.0,40.0,Good
87.0,253.0,0.0,92.0,13.0,0.0,0.0,93.0,58.0,6.0,6.0,15.0,2.0,,0.0,,0.0,0.0,,0.0,1.0,0.0,20.0,Good
57.0,81.0,2.0,47.0,13.0,1.0,1.0,79.0,13.0,6.0,6.0,15.0,1.0,64.0,0.0,1.0,1.0,48.0,19.0,5.0,4.0,0.0,100.0,Bad
,156.0,3.0,76.0,16.0,0.0,,100.0,,,8.0,16.0,3.0,69.0,0.0,0.0,,96.0,46.0,1.0,3.0,,67.0,Bad
,111.0,2.0,37.0,8.0,0.0,0.0,100.0,,7.0,8.0,9.0,2.0,22.0,0.0,4.0,4.0,49.0,73.0,5.0,2.0,1.0,88.0,Bad
70.0,,2.0,61.0,19.0,0.0,0.0,70.0,11.0,,6.0,20.0,2.0,35.0,0.0,,1.0,4.0,76.0,3.0,3.0,0.0,70.0,Bad
,77.0,,52.0,18.0,1.0,,95.0,4.0,3.0,5.0,14.0,0.0,42.0,,1.0,1.0,30.0,68.0,6.0,4.0,1.0,77.0,Bad
70.0,196.0,4.0,64.0,34.0,0.0,0.0,100.0,,,8.0,35.0,1.0,37.0,0.0,0.0,0.0,83.0,,6.0,1.0,3.0,100.0,Good
76.0,,,,16.0,1.0,0.0,88.0,26.0,6.0,5.0,17.0,1.0,12.0,,0.0,,5.0,,1.0,,0.0,25.0,Good
67.0,152.0,21.0,97.0,25.0,1.0,1.0,96.0,,,7.0,26.0,0.0,,0.0,7.0,6.0,59.0,,7.0,1.0,2.0,67.0,Bad
76.0,,9.0,,14.0,0.0,0.0,100.0,,7.0,8.0,14.0,2.0,21.0,0.0,1.0,1.0,32.0,43.0,3.0,2.0,0.0,63.0,Good
58.0,522.0,,200.0,27.0,0.0,0.0,89.0,36.0,6.0,6.0,27.0,0.0,19.0,,0.0,0.0,81.0,68.0,15.0,2.0,,81.0,Good
59.0,152.0,8.0,50.0,23.0,4.0,,79.0,29.0,6.0,2.0,29.0,,41.0,0.0,0.0,0.0,70.0,93.0,8.0,3.0,1.0,100.0,Bad
54.0,,2.0,,19.0,0.0,0.0,70.0,2.0,4.0,6.0,23.0,,48.0,0.0,1.0,1.0,97.0,36.0,6.0,,,90.0,Bad
81.0,160.0,,67.0,33.0,0.0,0.0,100.0,,7.0,8.0,33.0,2.0,,0.0,0.0,0.0,15.0,91.0,2.0,3.0,0.0,43.0,Bad
,,18.0,101.0,41.0,0.0,,98.0,,5.0,7.0,40.0,0.0,18.0,21.0,,,49.0,,13.0,1.0,5.0,64.0,Bad
54.0,120.0,7.0,42.0,12.0,0.0,0.0,67.0,2.0,4.0,6.0,12.0,4.0,50.0,0.0,0.0,,77.0,89.0,2.0,4.0,1.0,100.0,Bad
,168.0,1.0,67.0,16.0,2.0,,89.0,6.0,0.0,2.0,20.0,1.0,42.0,20.0,0.0,0.0,89.0,91.0,2.0,2.0,1.0,83.0,Bad
,,16.0,92.0,18.0,0.0,,100.0,,7.0,8.0,20.0,0.0,40.0,,,0.0,65.0,71.0,3.0,2.0,,83.0,Good
69.0,379.0,2.0,105.0,15.0,0.0,,84.0,3.0,4.0,6.0,19.0,,74.0,0.0,2.0,2.0,31.0,100.0,1.0,2.0,1.0,,Bad
65.0,179.0,,,24.0,1.0,0.0,76.0,,4.0,5.0,25.0,0.0,32.0,22.0,,0.0,26.0,71.0,10.0,2.0,1.0,86.0,Bad
74.0,,6.0,79.0,57.0,0.0,0.0,100.0,,7.0,8.0,31.0,4.0,,12.0,0.0,0.0,61.0,93.0,5.0,4.0,1.0,82.0,Bad
75.0,121.0,5.0,59.0,25.0,0.0,0.0,100.0,,6.0,8.0,25.0,2.0,40.0,0.0,5.0,,89.0,95.0,2.0,2.0,2.0,67.0,Bad
69.0,132.0,16.0,85.0,19.0,0.0,0.0,90.0,,4.0,6.0,20.0,0.0,,0.0,0.0,0.0,8.0,,5.0,2.0,0.0,70.0,Good
75.0,187.0,,70.0,32.0,0.0,0.0,100.0,,,8.0,32.0,5.0,28.0,0.0,0.0,0.0,20.0,81.0,6.0,3.0,,,Good
77.0,215.0,3.0,80.0,17.0,0.0,0.0,89.0,22.0,6.0,6.0,18.0,2.0,11.0,0.0,4.0,,2.0,,3.0,,,33.0,Good
,142.0,2.0,56.0,17.0,1.0,,89.0,34.0,6.0,5.0,19.0,2.0,37.0,2.0,1.0,,52.0,63.0,4.0,3.0,2.0,67.0,Good
,278.0,11.0,87.0,16.0,1.0,0.0,94.0,12.0,,5.0,31.0,1.0,18.0,,1.0,1.0,74.0,66.0,7.0,3.0,3.0,100.0,Bad
82.0,311.0,17.0,133.0,18.0,0.0,0.0,100.0,,7.0,8.0,21.0,,22.0,,0.0,,34.0,,4.0,2.0,1.0,60.0,Good
81.0,299.0,3.0,68.0,38.0,0.0,0.0,95.0,13.0,6.0,6.0,36.0,,50.0,0.0,1.0,1.0,6.0,37.0,2.0,,0.0,47.0,Bad
78.0,,10.0,77.0,35.0,0.0,,97.0,59.0,6.0,6.0,37.0,1.0,,13.0,0.0,0.0,49.0,41.0,3.0,,,83.0,Good
69.0,241.0,4.0,,48.0,0.0,0.0,100.0,,7.0,8.0,48.0,,10.0,0.0,2.0,2.0,34.0,45.0,8.0,2.0,4.0,48.0,Good
77.0,,,71.0,24.0,0.0,0.0,97.0,81.0,6.0,6.0,30.0,4.0,55.0,1.0,1.0,1.0,43.0,74.0,3.0,2.0,0.0,63.0,Bad
68.0,265.0,2.0,,21.0,0.0,0.0,95.0,2.0,4.0,6.0,36.0,,55.0,,2.0,2.0,27.0,100.0,3.0,2.0,1.0,71.0,Bad
73.0,104.0,6.0,48.0,9.0,0.0,0.0,100.0,,7.0,8.0,9.0,4.0,11.0,0.0,2.0,2.0,56.0,,3.0,1.0,2.0,50.0,Bad
57.0,,,57.0,8.0,5.0,,62.0,11.0,0.0,2.0,13.0,3.0,46.0,4.0,2.0,,54.0,52.0,4.0,3.0,1.0,88.0,Bad
88.0,,33.0,224.0,11.0,0.0,0.0,100.0,,7.0,8.0,11.0,0.0,9.0,0.0,0.0,0.0,15.0,,5.0,,,56.0,Good
,,16.0,,12.0,1.0,0.0,93.0,2.0,4.0,5.0,14.0,0.0,14.0,7.0,0.0,0.0,56.0,89.0,6.0,1.0,2.0,78.0,Bad
57.0,128.0,4.0,61.0,29.0,3.0,,78.0,1.0,0.0,2.0,32.0,4.0,22.0,0.0,0.0,0.0,17.0,76.0,8.0,,0.0,65.0,Good
,504.0,9.0,147.0,12.0,0.0,0.0,100.0,,7.0,8.0,12.0,,8.0,17.0,1.0,1.0,5.0,,6.0,,0.0,75.0,Good
60.0,143.0,,74.0,22.0,1.0,1.0,96.0,5.0,,2.0,29.0,,34.0,0.0,3.0,3.0,30.0,96.0,6.0,3.0,,,Good
,222.0,3.0,,24.0,1.0,1.0,96.0,50.0,6.0,2.0,27.0,2.0,,0.0,2.0,2.0,3.0,,3.0,,0.0,27.0,Good
60.0,,6.0,116.0,6.0,3.0,1.0,55.0,6.0,0.0,2.0,11.0,1.0,55.0,,1.0,1.0,83.0,,1.0,1.0,1.0,75.0,Bad
,147.0,2.0,107.0,7.0,6.0,,89.0,78.0,0.0,2.0,12.0,1.0,33.0,0.0,6.0,5.0,1.0,,1.0,,1.0,50.0,Bad
65.0,96.0,15.0,33.0,11.0,0.0,0.0,100.0,,7.0,8.0,12.0,0.0,9.0,,0.0,0.0,85.0,,6.0,1.0,3.0,100.0,Bad
80.0,253.0,8.0,97.0,14.0,0.0,0.0,100.0,,7.0,8.0,14.0,1.0,57.0,3.0,1.0,1.0,57.0,,3.0,,,100.0,Good
68.0,133.0,10.0,66.0,13.0,0.0,0.0,85.0,0.0,4.0,6.0,13.0,1.0,69.0,0.0,0.0,0.0,29.0,75.0,1.0,1.0,0.0,100.0,Bad
74.0,88.0,4.0,38.0,9.0,0.0,0.0,100.0,,7.0,8.0,10.0,3.0,50.0,0.0,1.0,1.0,37.0,8.0,3.0,2.0,1.0,,Bad
